sentiment,review
0," Leaky toliet: This is my second royal potty. I had one for my now 6 year old and the sensor for the music quit working totally and also with this one. Now with my almost 3yr old, I purchased it again thinking it would be rewarding,not now. I am finding that everytime he goes, it is all over the floor or soaks a towel that I have started putting under it for easier cleanup. He aims like he should and I can't figure out how and why there is a puddle on the floor and the bowl is in correctly. He also complains his bottom hurts if on it to long due to the small seat size. I am having a difficult time training him #2 for I can't get him to sit very long to do so. Do not recommend this."
0," So much possibility, so little result: Disclaimer: I couldn't finish it.My son and I read about 1/2 this book before finally closing it for good. Perhaps that tells you all you need to know. We kept reading, wanting to like the book, wanting to see if SOMETHING was going to happen, anything. But chapter after chapter only got us more confused and frustrated. Even as we gave up, the action was picking up -- but too little, too late.There was a real sense of originatlity to this book, a sense of going where no kid's book had gone before. But in the end, all that originality lacked purpose -- original ideas need to point to something. This book had no point. But then, we only made it through half of it. Maybe your 9-year-old has more patience than mine. Check that: has more patience than me!!!"
1," Tremendous journal for women artists: I cannot say enough good things about this special book, which I discovered at an independent bookstore (and am forever grateful for that!) ... For anyone who is a fan of well-written journals and diaries, including those of May Sarton and Anne Morrow Lindbergh, this book will be a real treasure. I couldn't put it down, and consider it one of the best books on being an artist that I have ever read.I should add that it would be especially comforting and inspiring for women who want to be artists (or writers) yet still maintain close, loving families and home life. For many women today, it is an ""either or"" proposition, but I love the way Anne Truitt shows how her domestic life informs and balances her art. This viewpoint give us all courage if we want to attempt the same lifestyle. Truitt raised three children on her own, and made her mark as an artist -- and a wonderful writer as well. What an inspiration for us all."
0," Pairing Difficulties: These are excellent for pairing with phones. However, my new Dell laptop didn't pair well with them at all. When listening to music, they were horrible sound quality and this was when I was sitting at the computer. Also, don't plan on using these for Skype. Even with the proper setting they don't work well. Also, when wearing them for long periods of time they really hurt the ears. I would recommend a different model of Jabra."
1," Pure percussion, pure enjoyment: I was drawn to this release by Bill Bruford's name and was not disappointed by my purchase. Pete Lockett is a world-class percussionist who gathered together other able colleagues to produce this CD. For all you curious Bruford fans, Bill appears on roughly half the tracks and spends most of that time behind his kit.The CD's rhythmic explorations vary between direct attacks and gentle, almost hypnotic, soundscapes. Expect a lot of Indian/Eastern rhythms here. It's a great record for shuffle play, and stands well on its own as a background ""soundtrack"". Still, there is much here that rewards direct and intentional listening. If you like all percussive instrumental albums (ala Mickey Hart's Planet Drum and its kind), then you will fully enjoy this offering, and eagerly await a Pete Lockett's Network of Sparks 'Two'."
0," very obvious!: I know lots of people liked this movie but, I for one did not. It was very obvious within the first 10 minutes of this movie that you would know how it was going to end. I don't know who pared up Keanu Reeves and Charlize Theron but, they make a lousy couple. They just don't click together. There is no chemistry there. I would recomend renting this one first before thinking about buying it."
0," Poor video: The video is very poor on this, but hey it's the Temptations! It's not my favorite concert but I'm glad I have it. But if you are craving listening to the Temptaions, get the movie instead. It is excellent!!"
1," Good for the money.: First of all, these bags are huge. Although the zipper opening is a bit on the small side, I was able to get my three section 7 1/2 ft. pre-lit tree inside with help from my son. You need someone to hold the bag open and the other person to actually put the tree parts in the bag.I purchased two bags because I have two trees, the other being a 6 ft. pencil tree with a wooden trunk. Only the top ten inches or so separates on this tree, so I was concerned that the whole trunk might not fit. Again, with help from my son, we were able to get the tree in with an inch or so to spare in length. There was so much extra space otherwise, that I probably could have put both trees in the same bag with a tight fit.The quality of the material used for the bag could be better, but then it would cost considerably more. I only paid $6.99 each with free shipping, so I definitely feel like I will get more out of it than what I paid. With it being stored inside, the bag should last several years."
0," Don't bother...: Unless you are painting stucco, don't bother! Granted, it went quickly, but the rollers left nap ALL over the wall, so we switched to the sponge rollers and that was even worse. I'm so sorry I wasted my money on this."
0," Quality and color not as expected: I don't like to write negative reviews, but I want to let others know about this paper. I have a HP Officejet Pro printer, so I thought that HP paper would be the best way to go. This paper made all of our printed photos look dark and dingy. I had Staples paper prior to purchasing this, and I ended up purchasing Office Depot Premium Photo Paper Gloss after, and both printed much nicer. I would not buy this product again and don't know what to do with all I have left..."
0," Sorry, but I have to rant about this: It's very weird to say this, but I HATE how a perfect little girl she is. It's annoying. She's always the heroine, it's EVEN more annoying!"
0," chaos: I have only browsed online excerpts from this book, however just based on them, I find this book very chaotic and without real value.I agree, that if you are interested in a real revelation, go for the ""Poem of the Man-God"" by Maria Valtorta ! It is a detailed account of Jesus life and teaching. Even a hasty look at Urania tells me they Urantia teachings are completely contrary to those of the Poem's. One example:""My brother, good and evil are merely words symbolizing relative levels of human comprehension of the observable universe. "" (Urantia)""There is nothing entirely harmful in creation. Only the Evil is exclusively harmful, and woe to those who let them be bitten by it. One of the fruits of this biting is the inability to distinguish Good from Evil"" (The Poem of Man-God)I want to keep away from the NewAge babble.."
0," Sick but Stylish: Just let me begin by saying that this is one of the worst movies I have seen in a long, long time.However!It is not the worst HORROR movie I've ever seen. It's a scary movie, true. And the effects and design of the film are breathtaking.But this is an awful, awful movie. The plot is rediculous and frequently predictable. There are parts of the movie that I found absolutely sickening, and I have a strong stomach for gore. The ending is terrible, and also predictable.It's a mean-spirited, badly acted, predictable, poorly written, disgusting piece of garbage movie.But it is a scary horror movie.Hope I hammered my points home. Avoid this piece of dreck."
1," imaginary review: Since Disney has recalled and discontinued this item - out of spite? - I guess I won't be seeing it after all. What strange policies Disney has! This title was begged for for a decade, then given the deluxe treatment, then yanked 2 weeks after distribution. Wonder why?UPDATE: It's good to have friends, I did get to see the dvd, and - wow - it lived up to my childhood memories, in fact exceeded them. Shameful still that Disney dumped then withdrew this fantastic title. Well, I guess Disney like Pirates so much that they want video pirates to distribute this film for them. Big news, Disney - they're up to the task."
0," Good Special Effects--Bad Movie: 2012 is a rip off. The special effects are decent; although very ridiculous in many places. The story-line is typical of the big budget end-of-the world flick (an absurd love story replete with long-sufferng children, the jilted lover--who obviously has to die heroically-- and the ""got-you-back-again"" husband). It's worth watching for the laughs, in fact it is going to become one of our groups ""must see"" films during our annual Thanksgiving trip to Gatlinburg. We'll be adding this one to a couple of other ""wonderful"" films such as Donte's Peak (ummm, people stew) and The Mummy (E-mo-tep). Oh yeah...lots of destruction--that's we like."
1," This CD is a ground breaker.: With all of the decked out beats and sounds on this album, i believe the trio of Master p, bun b, and pimp c on the song titled break em off somethin is definetely the tightest track on the album. In fact that one song would cause me to purchase the album ya know."
1," Great tool: A great little tool. None of it's functions are amazing, but in a pinch, it can be a lifesaver. It's earned it's place in my wallet many times over. My only gripe is that in a wallet, the plastic splits and cracks over time, which means the once tight case starts to fits the tools loosely, and the tools tend to fall out when you take the card out of your wallet. I end up buying a new swisscard about once a year when things get bad. I'd happily pay double for an all-metal swisscard, but Victorinox doesn't sell them."
1," Something less, something more...: I don't expect this review to be 'helpful' as I've already read some very articulate descriptions of this work of art. If they haven't convinced you by now....please listen to this, ....please buy this.... chances are you will never regret it."
0," NO JOOD: This was the absolute worst book I have ever read. It was incredibly juvenile and I simply became ill every time I read the word ""jood."" It was not very realistic, I was sick of reading how they kissed ""down"" and the way Raheim reacts to Mitchell in one scene is downright disturbing! Would it have been done this way if this were a story about heterosexuals? There's more to a relationship than sex and kissing ""down."" I think if I were a little younger, perhaps 15 or so I would have enjoyed this book, however, since I am 23 years old-I have to say I will NOT be purchasing books 2 and 3."
0," ohhh baby!: To say that David Mamet is an utter thumping no-talent is to gravely insult no-talents. This movie is so bad it would be inappropriate for me to explain what is bad about it. This would be analogous to calling the cops to a scene of mass slaughter and having them arrive and say, ""Sooo... what seems to be the trouble here?""""Well, these people... they're all dead.""""Aaaand that's... bad?"""
0," For Love or Country, The Soundtrack: Do Not Buy This Album thinking you are going to hear the music presented on its ""'click here to listen"" button. That music is very beautiful and clearly above any of the things you will hear on the album. I hold this against Mr. Sandoval personally for not knowing what his people are posting on his site. I feel this has been done on purpose to promote this very unexceptional album. It is deceit, plain and simple."
1," The funniest movie!: I watched both Dead Man on Campus & The Curve (starring Keri Russell and Matt Lillard), and although the concepts were the same, Dead Man was just indescribably better. The way Mark-Paul Gosselar and Tom Everett Scott interacted was hilarious and the way the story was layed out was just great. If it weren't for that Cliff guy, who got annoying at times, the rating would have been higher though. Never-the-less, I'm definately going out and buying the movie on video as soon as it comes out."
0," Great Without Vista: This machine is a FANTASTIC XP machine. The problem is its only ready for VISTA straight off the disk. I bought this machine because I couldn't wait another year for a new machine. Wasn't thrilled about vista (and no i don't hate microsoft) but because of the heavy system requirements it puts on the machine - i don't think this is a good machine for Vista.Wiped the hard drive clean which took care of my ""crapware"" problem also. Then loaded XP sp2. I had a really hard time getting drivers for this because it takes a lot of work arounds but i did manage it. Now I love this machine. Its a great XP machine and i wish HP would just come out and support this with XP drivers.A great buy if you have the time to load XP and are not gaming. Otherwise, Pay the extra for a better machine."
0," Does Not Work: Easy set up. Simply does NOT work. I have no IR or RF interference and I set up to debug by puting the transmitter in the adjacent room and placing the receiver directly in front of the unobstructed units 8 feet away. Cannot get any device to work through this transmitter. If I make 20 keystrokes, ONE will get transmitted successfully. Great concept. Really poorly engineered."
0," The Carbohydrates Addict's Lifespan Program: Personalized Plan for Becoming Slim,Fit & Healthy in your 40's, 50's and 60's and: I was expecting simple daily meal plans and it was a lot of reading and recipes that are not always food items on hand. I was really disappointed in the book."
1, Excellent pins - strong and work well: I use the Grex pins in my Grex pinner. These pins seem to feed efficiently and shoot cleanly every time. I've done thousands of pins now and had only one jam and no incomplete insertions. The Grex pins seem to be a harder steel than other pins and have a better finish. I am very satisfied.
1," Amazing!: I really have enjoyed this show. Once I discovered it, I think I watched the entire season in a few days. I love having the video and being able to share it with friends.This show is so entertaining. There is an underlying story that moves from episode to episode, but the main action is fresh and inventive. I can't think of any other show on television that is like this one, it is more like a movie in the set, filming, character development, and acting. This show does not disappoint."
1," Wonderful book, sad ending though: I bought this book just a month ago, I finished reading it a couple of days. I love it, I love the courtroom scenes, and the beautiful and poignant love story of Jennifer and Adam. It is really so sad though, why did their son Joshua have to die? It has a sad ending too, but Jennifer is a survivor.My cousin read it too, she loves it. We both love ""Master of the Game"" too. I have read and enjoyed all Sidney Sheldon novels except ""Tell me your dreams."" I'm planning to buy it yet. He is the best, incomparable."
1," Top of the Line: Audrey Meadows gave a five star performance for her writing in this impossible to put down book. I read it in one sitting and enjoyed every moment of her stories of years ago. Ms. Meadows is a gifted actress as well as author. Her anticdotes are as hilarious as the series. And it's good that she respected all of her fellow actors and actresses while writing her beautiful tales of what went on behind the scenes during the run of the ""Honeymooners""."
0, Ok but could do better for OHMSS: This Bond is my least favorite. Poor George got a bad Bond to start and sank.
1," Best Jigsaw Puzzle I've done in years: This illustration, from the Hildebrandt brothers' 1977 LOTR calendar, makes a superb jigsaw challenge--the artwork is exquisitely detailed and the colors are utterly magical. Just hard enough to be interesting but won't drive you nuts. An excellent choice for jigsaw fans and Tolkien fans alike."
0, cast iron grill: this grill did not meet my requirementsI wanted a grill that was easy clean - this one comes with complicated instructionswe like to use it for defrosting in addition to cooking
0," miniature?: Definitely miniature...I am disappointed. I thought it was miniature in the sense of less pages, as in a abridged story, but wrong---be sure to have your glasses with you if your eyesight is a little weak.Could be good for the car? I don't know but I am disappointed with its size and the price I paid for it."
1," Melinda Armstrong the only thing worth seeing: She commands a presence well here, the pool scene is amazing. I wanted to like the other characters, but there are too many scenes with horrible lighting. Cheesy, humourous, and a good ending. Preferred the second one but this is catchy too. /^^|"
1," Interesting: Akhmatova is an extremely interesting woman, totally devoted to her country and her poetry - and for me this book also gave me a history lesson for that time period in Russian history."
0," Steven's Gone Home...To The Assisted Living Community: I bought this album, along with Brutal Planet, expecting to find Alice at his matured finest. Instead, I was left feeling like I had purchased some garage band Sound Garden meets Metallica meets Puddle of Mudd rip off. There were no clearly defined gutar riffs (where is Davey Johnstone when you need him?), supremely odd chord structures, noises or or weird ghostly effects. Oh, there were maybe one or two good songs that hinted back to Alice in his better days, like This House Is Haunted and Take It Like A Woman. Unfortunately, the rest of both albums were rife with overly heavy guitar and standard hired studio hand drum work, along with tired old references to how Alice got his name, no more mister nice guy, etc. I found both albums geriatrically Alice's worst ever ."
0," Quite weak, in comparison: Too much exegesis. Too much boring talk about revolvers and their various types of ammunition. Not enough of the kinds of characterization that has made Powers.The weakest effort yet. Go read ""Anubis Gates"" or ""Dinner At Deviant's Palace,"" or, if you can find a copy, ""The Drawing of the Dark."" Or even ""Last Call""; it's a far stronger book."
1," Good value for money: I bought this tape after using Ana Caban's beginner mat workout tape... It's much faster than Ana's workout and there is also the implicit assumption that you are familiar with Pilates moves. However, Denise gives great tips as you're doing the exercises and moves quickly from one exercise to another which I like since I've already spent some time mastering the beginner workout. I'd recommend Ana Caban's tape to anybody starting Pilates - she spends a considerable amount of time explaining basic concepts and teaching techniques before starting the workout and even during the workout. This is necessary for beginners and is missing in Austin's video."
0," Disappointing: I love Alan Alda as an actor. But his book is a big disappointment. Two major flaws --1) There is very little about M*A*S*H, the show that made him a star.2) The book is just not very funny. I laughed once -- when he knocked on his Mother's casket as if to say, anyone home?He needed a stronger editor."
0," letter transposition problem makes it unusable for normal typing: like at least one other reviewer, i have a big issue with the keyboard transposing letters as i type. it is EXTREMELY FRUSTRATING, because i cannot type at my normal speed without continuously backing up to make corrections. in the few minutes or so it has taken me to type this review, i have had to stop and make about 12 corrections.i contacted adesso support, and their response was that ""it happens on all keyboards"". it doesn't. between work and home i have about 20 keyboards from a number of manufacturers, and guess what? none of those keyboards, or any other keyboard i have used since 1980 has had this problem. adesso offered to take it back and send a replacement, but that won't fix the problem. it is a design problem. so i give up. my money is down the drain and i will get another keyboard. it's too bad, because if it weren't for this problem, it would be a great little keyboard."
1," A JEW IN GERMANY.: A tragic story in the middle of tragic events. He whitnessed it, he went through it and he survived."
0, bad toothbrush: I bought this toothbrush 3 weeks ago in Walmart.it was not worked for the on-off switch.I changed 3 times .now the same problem .do not buy this .
1," Intimate Look at Phish: I have been a Phish fan for only a couple years, and I really enjoyed this documentary. Actually, I watched it 3 times the first day. It gives a unique perspective on the band and their interactions with each other. My favorite parts were where they were just sitting around goofing off with each other. I think you have to have some prior interest in Phish to enjoy the documentary. I showed it to some friends who don't follow the band, and they weren't all that excited. All in all, a good documentary with funny scenes and good music."
0," A complete waste of time and money!: Pedantic, repetitive, poorly written, littered with factual, grammatical and spelling errors. It seems that the author watched the tv series and ripped off a great number of magazine articles. He admits that this book was rushed, no doubt to capitalize on Ozzy's current resurgence. This belongs at the checkout stand at Safeway for 99 cents."
0," Shades of Blue and Gray: I will not buy a CD over the internet that I can not sample the songs first. Oh well, you lose."
1," Haunting, Flawless Mirage: We hunger for Simoom: that object of intoxicating, addictive, ultimately deadly passion. Simoom, also a Saharan wind, comes from an Arabic word for ""poisonous drug"". But a poison is only dangerous if consumed, and Balzac's caution for lovers is to deny the overpowering need to consume--or possess. Yet perhaps passion is inevitably consuming...This is a lyrical, stunningly well made production of a tale that should have been impossible to film, and lingers in memory as a shimmering mirage. Its attention to detail, even the tack, weapons and tactics of Napoleonic and Mameluke cavalry, its loving caress of the harsh desert landscape itself, its evocation of oppressive sun, heat, thirst, hunger and desperation, all permit the magical human-djinn-leopard relationship to evolve so naturally: heartbreakingly real yet seductively veiled in entrancing ambiguity. ""Passion"" is a flawless jewel that may have been lost in the sands but once found, will haunt you for years."
0," VERY misleading, and poor quality too.: These claim to be ""seamless"" but they aren't really.They are three parts: a panty and two legs.The legs are very carefully stitched into the panty, with no seams visible, but they are not all ""one piece"" as claimed.The first time you pull these up, no matter how careful you are, you are likely to separate a leg or two from the panty.If you are a size A, you might order a size E/F and not have them be ruined, but I doubt it.If you did buy them like that, they would not be very comfortable anyway.Definitely not worth the hassle.On a plus note, the seller refunded my money on all three pairs that I bought, even though one pair was totally ruined.Maybe they had had this same problem with other purchasers before."
0," Untrustworthy: I bought the VN-4100PC to record a long distance phone call, to have a record of the conversation. I got this product specifically for the PC connectivity. It recorded the phone call without problem. But when I connected the device to the PC to upload the files, it erased all the files on the device.This will be returned immediately, but in the meantime I think consumers should be warned."
0," Jesus and Mastership: The gospel according to Jesus of Nasareth: I thought this book is a SHAM: both in product quality and content.Firstly, the cover began coming off in the first hour of reading and I did not treat this book as roughly as most of the books I read, being careful to not bend the spine of this book.Secondly, the story, in my opinion varied little with what is recorded in the Bible and is a far cry from ""A Course in Miracles"" and its newer corollary ""The Disappearance of the Universe"".I was so incensed with the book, I thought I would burn it to keep this drivel from further exposure to an unsuspecting readership. (so rating this product as one star is far too high. )I very much do appreciate Amazon and it services.I do look forward to buying more books in the future."
1, Best collection of SDs Hits: After getting the bug to finally add some Steely Dan to my music ears I finally found one that has 'Josie' on it! Josie is my favorite song of thiers and this seems to be the only one with it on there along with all the others you would expect to find. Get it. Hear it. Love it!
1," Hated to see it end..............: What a wonderful novel! I truly cried with this one! It brought out emotions that I didn't even know I had. As I read on (this is a long one), I felt like I was part of the ""family"" and knew everyone on a personal level. My heart ached for Dr. Larch when Homer left, and when Melony finally came back.....oh boy! This book starts out slow and frankly, at first, I didn't know if I was going to stick with it or not (I did get tired of hearing about the pony picture), but gradually, it kept getting better and better, until it got to the point that I couldn't wait to get back to it every night - there are not too many books like that for me - this is a wonderful story - you will not be sorry to get this one and begin to become part of the orphanage at St. Clouds - truly a heart warming read."
1," The Story Of Moses The Ten Commandments!!: Awesome Movie! very powerful film The Ten Commandments is like reading the book of Exodus but watching it instead it's right down to what the Holy Word of God say's, The story of Moses is one of the best Storys in the Bible along with Christ Jesus and King David, The Ten Commandments is perhapes one of the best films i have ever seen, Also the effects that this movie has is awesome for the time it was made it seems like a 1970's Film when it's a 1956, Moses time takes place 1000 years befor Christ was born making it 3000 years ago, The word Exdous means A WAY OUT as Moses leads Israel out of Egypt in too the Holy Mounten Mount Sinai where The Ten Commandments is writen by the Finger of God!, I highly Recommand this movie it's a True Classic 5 Star, Remaber God loves you more then you could ever imagin God Bless."
1," Techno at it's BEST!: I never cared much for modern music, but after discovering these ladies on YouTube while looking for someone else, I LOVE IT!!! They are an absolutley perfect blend of classical music with a totally modern bend, and they are GREAT! I just purchased my 4th CD of theirs and can't wait for a concert DVD because they are as much a pleasure to look at as they are to listen to! BRAVO, BOND!!!"
1," People don't agree....: People don't agree about this book, and its hard to get a copy! Therefore, I think its probably an important book.In any case, I think DeGaris deserves recognition for articulating the concept that AI-nanotech intelligences will one day populate the universe.Whether these intelligences will like humans, kill humans, or simply be another version of humanity is difficult to say.Kurzweil is more impressive on that topic."
0, not happy: the displayed picture was for a hp cartridge but what was sent was a replacemrnt brand and it took several weeks to arrive so I was very disapointed with the service and product t6hat was shipped
0," OK Western, poor quality tape: I purchased Front Row Entertainment's VHS version of ""Vengeance Valley"" and was bitterly disappointed. The video quality is poor and the sound track is no better. The story, from what I could make of it, is humdrum. If you're a Lancaster fan, however, the movie is worth having in your collection. And if you're a fan of wasting 20 bucks on a poor quality video, this is a tape for you!"
1," Latimore's obscure but soul-soothing Malaco debut set.: Originally released in 1982, this (somewhat) obscure album was Latimore's Malaco debut. Latimore's husky and smoky yet vibrant and heartfelt vocals are truly in peak form on the slow-burn Soul-Blues ballads which are predominant on this CD. As was the case with most Malaco albums of the 1980s, this one was sparsely produced and most of the songs were (obviously) aimed at serious Southern R&B fans--not surprisingly, it failed to get any considerable amount of radio airplay. This is music that soothes the soul, however, and an album well worth checking out."
1, Perfection does exist!: This book is THE most comprehensive book in the non-trauma area of Emergency Medicine. Hopefully Dr. Buttaravoli will continue to keep this excellent latest edition up to date as he has accomplished incredibly well so far. Don't wait one minute to purchase this book!
1," The only sandals you're allowed to wear with socks: These sturdy, supportive, comfortable & extremely versatile sandals are great for public showers, post sports sandals, house shoes... You can even wear them with a thick pair of oatmeal socks for cooler weather. What other sandals can one pull-off wearing socks with? Even if you live in a grey, urban area, the sandals are affordable enough to have a pair for those trips to the beach or warm weather trips to the local park. Love 'em."
1," From a convert: Okay, I'll admit it -- I'm from Halifax, Sloan's homebase, and yet I've never been a fan. Sure, I've heard their earlier recordings, but it took ""Between the Bridges"" and my leaving Nova Scotia to make me realize that this band is terrific. This disc in particular oozes melodious, intoxicating songs. Highly recommended, even for the classical music clan members. A must for Haligonians."
1," Refreshing and Interesting.........: I really enjoyed reading this account of Wall Street ""manipulator"" Jay Gould. I appreciated the personal stories and anecdotes, alot of which were missing from the more scholarly works about this great man. I congratulate the author for his diligence in turning up heretofore overlooked sources for his biography. You come away feeling like you really know Jay as he was, not as he was portrayed by the media of the times, or the numerous authors that rekindled the bias and falsehoods, something that continues, apparently to this day.I also liked that fact that he included the personal histories of the members of Gould's family.Lastly, if you enjoyed Gordon's ""The Scarlet Woman of Wall Street"", this book is a definite addition for your library. You won'' be disappointed."
1," Transformers: Dark of the Moon: Great entertainment. The 3rd Tranformers is not as good as the first, but MUCH better than the 2nd. My family enjoyed very much. Equally action-packed."
0, Took way to long.: I ordered this product for my son for christmas on Dec.16 didnt get it untill jan.the car case was a important part of my sons christmas since i bought cars to go in the case.
0," What happen Leslie?: I love Leslie Sansone's walk exercise programs and I have about 4 DVD's. This is the worst. The music is too low to the point you can barely hear it. Everyone seems like they are off beat. I can't even watch them while they move because it throws off my workout. Because you are basically doing the same moves for every workout I think the music should be good and loud enough to hear as well as the people should be on beat. I am in the process of trying to get rid of it via ebay, so if you want it for cheap, check out ebay later this week."
1," Life Ring: This item met all my expectations. It was a terrific purchase and the wife uses it just to float around in the pool. She puts it under her arms and off she goes. Not intended for that, but that gives it a lot more use. I highly recommend this item; it is reasonably priced and it is a very good product. I did not waste my money when I purchased this item; it will last for a very, very long time."
1," This thing's a honey: This little popcorn maker is a real honey. I bought it to replace one I'd had for many years, and this one's an improvement - fewer parts, quite intelligent design. Great for making healthful popcorn"
1, Excellent Series!: I love this whole series. One of my favorites. I find the characters engaging. I can't put these books down.
0," More Drills than 3-4-3: Disappointed in the initial review and the video as it really is a CD of the players doing some drills, a couple of good ones, but that's not what I was looking for. I was hoping it was a more systematic review of the patterns of play and role responsibilites of the players in a 3-4-3. There was a very small segment on a single patter of play moving up the flank but other than that, nothing much. There was a discussion about its merits and also the 4-3-3 - which I coach now - but I wouldn't say I have any better understanding of implementing a 3-4-3 prior to before I watched it. Trying to implement the 3-4-3 was why I bought it so I would have to say it wasn't of great value to me other than the additonal drills."
1," The Colony: The Harrowing True Story of the Exiles of Molokai: The word ""harrowing"" in the title only begins to cover what the exiles encountered. The account is well-written and seems very well documented, even to the chilling photo of poor Father Damien on his deathbed...two days before his death.As a child I was aware of the struggles of the lepers of Molokai, and Fr. Damien, because of my Mother's interest and her subscription to the Maryknoll Mission magazine, which, I think now, looking back, must have published many articles regarding this subject matter.I have always wanted to learn as much as possible about the leper colony at Molokai, and now am doing so."
0," Poor description of product: Description didn't state the edition. It is an older version of this book, missing important recent events and updates."
1," if it tastes this bad-its gotta be good for ya!: yea, so this stuff tastes like a root should. nasty. i mix it in with protein shakes, and then essentially gulp it down with a horrible scrunched look on my face. I definitely feel improved energy -which i never have of!- a welcome addition to my sometimes lacking diet."
1," gold and garbage: The good stories (Laughing Man, Esme, Dinghy) are tens.The bad stories (Bananafish, Green My Eyes) get negatives."
1," VERY COOL!: I like the variation on this CD. From ""Baby's Got Back"" to one of my favorite oldies ""Turning Japanese"" all the way up to the songs ""Independant Women Pt. 1"" and ""Dot"" featuring the new member of Destiny's Child, Michelle. Overall, it's a great listen through the decades- right up to now! It's an ultra cool soundtrack from an ultra cool movie."
1," Excellent Resource: ""The 36 Hour Day"" was a valuable resource for me when I was caring for a loved one with Alzheimer's Disease. I have purchased several of them as gifts for friends who are facing similar situations. I highly recommend this book."
0," too basic: I was very disappointed in this DVD. The moves they teach, as few as they were,my grandmother could perform. You require no coordination at all. The majority of this DVD was was filled with testimonials from the students that said how great the DVD was and how sexy they felt. It isn't even worth considering."
1," Kitchen Craft Kitchen Kutter: This is the most wonderful tool since the electric food processer! It is manual, but very easy yo use and clean up is a breeze. I make a vegetable slaw using 1/4 Wedge of both white and red cabbage with cone 2, 1 carrot using cone 4, 1 Zucchini using cone 5, 1 Yellow Squash using cone 5, 1 Cucumber using cone 5, 1 Large celery stalk using cone 1, a 1"" to 2"" slice of butternut squash using cone 1, 1/4 Wedge of yellow onion using cone 2. Grine all ingredients into a bowl, toss and eat with your favorite salad dressing. I like to use a rasberry vinegrette. I keep this tool on my countertop all the time therefre I use it nearly everyday. You will not regret buying this tool, especially if you love fresh salads and veggies. Of course I have to admit that I got this tool free for buying a set of Luster Craft cookware made by West Bend."
0, Rubbish: This coffee maker has made exactly one pot of coffee and then died. A completely useless piece of junk that I would not recommend to my worst enemy. Do not buy this product. If someone gives it to you as a gift -- return it.
1," Great Job AGAIN!!!!: You guys again did a great job on this book! I owned your previous version for SQL Server 7 and thought it was great and wrote a great review. Subsequently when the next version came out, I received an email from either Paul Conte or Michael Conte asking me if I wanted a complementary copy of the new book. Of course I said yes (sorry Amazon, I didn't buy the 2000 version from you) and it arived ASAP. Unfortunately, I didn't have the opportunity to use SQL Server 2K until about a week ago and have found the book invaluable since then. It is not a book for beginners, however, it is written in a straight forward manor and is enjoyable to read (how many technical books can you say are enjoyable to read?) and gives me the info I need to develop apps. utilizing SQL Server. Thanks again for a great, well written technical book!!!"
0," What a joke: I rarely am so displeased with a product that I'll go out of my way to write a negative review of it. In this case I'm that displeased. The noise canceling technology of these headphones consist of ""white noise"" generated in the headphone speakers, intended to drown out other sounds. Great idea, but if I want to listed to the hiss of white noise I'll hold a seashell up to my ear and tell myself I can hear the ocean. Replacing one type of noise with another is not helpful."
1," More great acoustic sambas from Da Vila: This is his third album from 1971... and it's really pretty, like all of his stuff. Recommended!"
0," Are you...: Ok first off I'm not a Zeppelin hater, Zeppelin 2 is one of my favorite albums of all time, and I think everyone should own it. I also love the work they did after this album with Houses of the Holy and Physical Graffiti. But this album is so bad it makes me sick. The people who wrote these reviews giving this album 5 stars are either... or totally consumed with the image brought on by the name of the band. Not everything this band recorded was good, no matter what their millions of worshipers say. And nothing proves that point more than listening to this album. So if you're looking for a Zeppelin album I suggest buying either Houses of the Holy or Led Zeppelin 2. But no matter what you do leave this piece of trash on the shelf because trust me you will be disappointed."
1," great flick: If you are an inventor or even want to be one then this is the movie for you. Sadly its less about the industry than it lends itself, but more about making amends and moving forward."
0," Very simple: Professional to Expert? Only an overview on the j2ee.I am wondering about the contents of the ""beginner to professional"" book...Give it a try if u want to have a light explanation on j2ee key tecs.Example: the chapter Using EJB Container Services starts from page 621 and ends at page 653. Everyone knows that arguments like Security services, Transaction Services, Scheduling, Instance pooling and caching worth more than 30 pages...J2EE bible is still the best tutorial/reference for a professional."
0," No ending: There were two reasons I bought this DVD, one being that I'm very interested in ""Sideshow Freaks"", so I really wanted to see the sisters. The other that I really wanted to know how they would punish the other sister in the movie.But there is no ending, there's just a man that simply tells you that you have to decide for yourself what you think the punishment should be.Very dissapointing!The acting isn't very good, especially not the sisters. The blonde one sounds bored when she should say ""I'm so happy!"".The good parts were the performances on stage, I especially thought the guy on the bicicle was cool.The sisters singing is good, it's so sad that the sound quality was so bad!The plot was good, even though the sisters didn't act good, it did told how hard it can be to always be stuck together."
0," Second half is just boring: Books becomes increasing boring with each chapter. Sexual content (lesbian, 13 year old girls) is increasingly added for no apparent reason. Many chapters are just people sitting around telling stories about things that have nothing to do with series. If this was the first book in the series,GRR Martin would not have been heard of- this book is that bad."
1, Panasonic KX-TG2770: Have had total of 3 systems. Generally work well. The WORST part is the OEM NICAD battery. It is HORRIBLE. Buy the Energizer NIMH replacement on e-bay. It is MUCH better battery. ADDED August 2010: Panasonic has now a much better battery that fits. HHR-P402 Ni-MH. Phones still available on E-Bay. Still using all our phones.
